vibration_rms,vibration_peak,vibration_crest_factor,temp_surface_c,temp_bearing_c,belt_speed_mps,load_kg,ir_offset_mm,label
2.9812349546912067,7.973875277007752,4.112657971168078,46.82387359952236,85.1153325010844,1.7718604499862582,97.18642304383054,0.9168820594927479,BEARING_FAULT
1.2950878189815067,2.0075536380736967,1.5241055448406138,42.474281695730355,58.569853340638865,1.9395914220958044,116.01074306164392,12.753211759684358,MISALIGNMENT
3.956005314560314,7.841118275717212,4.945204002593421,40.811262579007085,97.23023068568246,1.8333581721202046,86.58505290663541,2.0113061870194215,BEARING_FAULT
1.0917861947054777,1.2833427457007696,1.4861771955708192,35.3986093528673,46.5578517709253,2.0298158465990523,104.93654847643151,-0.49757249830921385,NORMAL
2.317764344571222,4.555079432515209,2.815331594812525,77.52226241549141,52.01367313363247,1.8877463355028863,108.87766730011226,2.7586507280612285,SPLICE_FAULT
1.3669192656265192,1.5253117392090765,1.5673191766071244,40.90454216040536,63.8920965878186,1.9840606712783382,94.92283230850286,13.381059287435352,MISALIGNMENT
1.8245106754262195,2.8533725174234963,1.4870702542964491,80.61487924924587,59.96832929767372,1.0545360920462412,392.5464523479859,3.878921950216689,OVERLOAD
4.054175112662553,7.100879100061692,4.217223618798788,45.319427343077216,81.21999285532077,1.6452003162952142,107.93786688274723,-0.15313793338883852,BEARING_FAULT
1.01202956317119,1.4759463258383203,1.3758463418492823,37.06082590843054,44.74617082668048,1.9777525103221734,95.11726157548455,0.6863535550145331,NORMAL
3.034970542674199,5.69678223428334,2.603470792494428,68.8077082799982,58.4412047541267,1.930928576126834,87.02372133930493,2.803451275452321,SPLICE_FAULT
3.674707100444199,8.679856292255126,4.689561816534619,52.11864754835076,79.26173621587465,2.0401678028458905,101.76408928718968,2.082252050150913,BEARING_FAULT
0.9323077999694042,1.3177333571334204,1.1905011485942836,34.41908950473056,41.798465129851934,1.9711451304124294,104.44773807831595,0.20953423026279433,NORMAL
1.5749555818503878,2.051133167748863,1.563148589609343,39.065076150532505,61.4947653585871,2.059296409602738,101.88073356991774,10.396947408461306,MISALIGNMENT
1.974485902342788,3.2802723975666743,1.5097488939023698,59.05991771658117,59.58294632626719,1.194785050873672,372.5687840469651,-1.157640078163106,OVERLOAD
2.557516090720509,5.428504438029259,2.847035604657818,64.05387909219922,53.19243386446566,1.7477832802180797,104.52365924183074,1.115548947983694,SPLICE_FAULT
1.554315348713522,1.89490117428296,1.5234080366737954,44.84042269953561,66.62846896407385,1.6603917711669582,115.92024898576084,11.84249475738196,MISALIGNMENT
1.5048379527621183,1.717870982563502,1.2643113073371803,45.539826390115394,56.5500932278168,1.8611431779508796,96.99325639556318,9.98461174322058,MISALIGNMENT
0.8484808937801448,1.3592186269272308,1.3186593480764943,35.972875762515166,35.73891894419379,2.005225849049748,84.62415203550825,0.4802605014059249,NORMAL
2.1335189829452053,5.213111966376233,2.8875916081759154,75.22167260259542,56.915951926886635,1.909967152758158,102.06536847735195,-1.252861517833154,SPLICE_FAULT
2.5336804879105324,5.3422705161787745,2.878713528210212,72.6448489745108,52.475108824963506,1.9022749855408623,100.68282917229254,0.6021942359513905,SPLICE_FAULT
0.8521478009632573,1.3205108323096868,1.2980577963947195,38.479569175992204,40.49107568834597,2.071460979063662,91.88999136371154,0.025210867540082116,NORMAL
0.9377300480179406,1.483044429669949,1.4510067282741748,42.35740260341224,43.837406382040804,1.9711961126077924,108.49611988516213,0.0013256887344072295,NORMAL
1.394015842437243,2.0713474842940918,1.4012494384969967,39.94038374053869,59.08603968764201,1.7243131300598498,88.3213469270829,13.156250791589544,MISALIGNMENT
3.98819055643243,8.573009997174823,5.046027705719401,46.31983515136174,95.74198082653413,1.573361315727451,115.16287942756635,-0.5044978338231676,BEARING_FAULT
1.6451417008637477,2.8262072275780787,1.2026693828707442,66.02712286247397,57.92454331637336,1.274012376859792,374.75866886210076,-0.0010760815401922308,OVERLOAD
2.201200378070979,5.121486976772548,1.8814560918846404,66.64704589288426,63.09053391523844,2.1369743195422513,87.3712216319257,1.700939270913462,SPLICE_FAULT
2.132947881911047,5.847750533058243,2.924199789090222,67.35003317867975,60.12703285375643,1.640745962390553,111.76982807661956,2.417254560971296,SPLICE_FAULT
2.0462406468355216,2.601192554953589,1.4627935674668675,45.07331266646517,54.36204524395618,1.0817394119324564,383.45456943321426,2.7297545476822673,OVERLOAD
1.089959987543325,1.3299458303619776,1.514920286130912,40.01144185172364,45.245300183018486,2.1676393027208203,113.93454527524432,-0.8051717517428763,NORMAL
2.093515522032761,2.6061273027560214,1.387579990305302,60.718226640773196,59.49296085139068,1.0698441842200048,356.6967827243882,1.1524115780350161,OVERLOAD
1.5240854161486133,1.927349329479846,1.7104362888267153,44.33079507706449,54.34372715593521,1.8553356953185394,79.85936725762237,14.610833692839561,MISALIGNMENT
1.9868815359842376,2.797697780894649,1.6366214785205788,58.22561346900619,58.55670919660385,1.3517083400678893,364.53695405955847,0.43013805018913454,OVERLOAD
1.2890343254040548,2.3071747070363586,1.5576378873795822,39.13614569414982,53.889171966552965,2.0120967023614376,100.81277167591068,10.50409158534422,MISALIGNMENT
2.3169595474197155,6.2004344072206905,2.6983698545944232,80.42712319255517,56.272703231997696,1.7637681917182964,106.37872144949355,1.6590477020366077,SPLICE_FAULT
0.9506999065341167,1.410872883732876,1.5546559428534603,38.90142307883249,41.26775857897739,1.751219134346492,105.82571318808806,-0.9575689550152119,NORMAL
1.533061966466943,2.104611311050448,1.5133466357069982,42.026365327896215,59.97686840592833,1.8495871326348334,93.8182495789983,10.223040186457037,MISALIGNMENT
3.6892181091352003,7.635470001589072,4.774439257760167,40.21133362923908,78.67461088061924,1.9879595590393369,87.22736201310353,1.506793936577337,BEARING_FAULT
0.9181779316766527,1.3659563608976253,1.3318812720920135,37.942218860796814,38.8232772388302,1.8451039474946525,96.535734939931,0.4964001177339411,NORMAL
1.081286211883896,1.494781075981003,1.431925002064917,33.33872370195181,43.86620997091815,1.8846649489404041,104.29340822801734,-2.169677417725702,NORMAL
2.300894513633365,3.1259440368671143,1.4322988823209657,63.553620665205315,63.54557194816642,0.8920265868963136,347.5504671120782,1.030041009706045,OVERLOAD
1.0173180925851182,1.2202732151510087,1.3207742758950314,39.05434462262475,44.545292646615856,1.846495975246764,100.07880184694729,0.8396638644311888,NORMAL
0.8803793375919329,1.2847890274639484,1.2763461125536508,32.754404080285454,38.28701273301811,1.947066788755163,103.12378210466572,-0.29175863225853715,NORMAL
1.1831458765854355,1.2681618902402643,1.4223147872868958,33.910477986221565,39.219905073458065,1.992433439567417,107.5109945450731,-2.1715714047604475,NORMAL
1.4357832430660609,1.9026086748753903,1.7297717160185342,41.32958248428918,60.040679563891786,1.9141979913874005,102.11879178828885,9.371194358013618,MISALIGNMENT
2.060972735405113,2.1347172759543955,1.4609605532882857,62.35293985523744,58.19456418306565,1.2185926578259967,420.4863894150123,0.0876412779031911,OVERLOAD
1.8464904596126472,3.0710562051410504,1.53424508791769,46.796063827128386,59.77477760772423,0.9538748857741668,411.151581114789,4.58951844215018,OVERLOAD
2.289758686654027,5.953931740421489,3.6185880295348856,71.93847334514055,53.600804620785304,1.87947233804695,101.88447321023443,2.4073208454523565,SPLICE_FAULT
0.8275082167486967,1.6434902375540192,1.3264040257366378,37.194408056282505,45.052984400530505,1.9416400673653995,106.92855755817811,0.045491476330752,NORMAL
